country,country_name,growth_pct,cagr_pct
PT,Portugal,70.96481565476574,11.322089264258262
NL,Netherlands,49.337127785104485,8.351158413744898
ES,Spain,41.64705882352942,7.21153455025576
AT,Austria,23.47255017709564,4.307151042904045
BE,Belgium,22.66915064781101,4.17105718737365
IT,Italy,15.737051792828666,2.966152057408422
DE,Germany,10.093727469358328,1.9418510491317598
FR,France,9.12364945978392,1.7615647550362823
